Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2019_Mouse,Allograft rejection,5/63,0.965670410637441,0.9999956867632058,0,0,0.4966031734895523,0.017347686105211,H2-T24;H2-T22;H2-BL;H2-Q2;H2-Q1
KEGG_2019_Mouse,Melanogenesis,9/100,0.9687756360450828,0.9999956867632058,0,0,0.569394951398347,0.0180624808264296,ADCY9;WNT5B;FZD4;FZD7;WNT5A;TCF7;KIT;DVL2;WNT9B
KEGG_2019_Mouse,Non-alcoholic fatty liver disease (NAFLD),15/151,0.9692332330147998,0.9999956867632058,0,0,0.6345946000040029,0.0198310822070548,SREBF1;CEBPA;XBP1;COX8B;PKLR;IRS1;NDUFA4L2;COX7A1;ADIPOR2;MLXIPL;NDUFS8;CASP3;CYCT;CYP2E1;BID
KEGG_2019_Mouse,Tuberculosis,18/178,0.9737651310055164,0.9999956867632058,0,0,0.6470282697547683,0.0172013390869683,CIITA;NFYA;STAT1;NFYB;TRADD;CEBPG;IL18;CD209A;TIRAP;HSPD1;C3;CASP3;RFX5;CYCT;ATP6V1H;FADD;BID;ATP6V0D2
KEGG_2019_Mouse,Pancreatic cancer,6/75,0.97377386811808,0.9999956867632058,0,0,0.5007669164061117,0.0133084669769151,RAD51;CCND1;STAT1;CDK4;TRP53;ERBB2
KEGG_2019_Mouse,Ovarian steroidogenesis,4/57,0.9767907168978688,0.9999956867632058,0,0,0.4347425647585545,0.010208998704322,ADCY9;HSD3B2;HSD17B2;CGA
KEGG_2019_Mouse,Axon guidance,18/180,0.9770845218545836,0.9999956867632058,0,0,0.6389645776566758,0.0148125529139646,SEMA6C;SEMA4A;WNT5B;PTCH1;WNT5A;SEMA4G;NFATC4;NTN3;SHH;CXCL12;PLXNB2;PLXNB1;EPHA1;MET;NGEF;PDK1;EPHB3;PLXNA3
KEGG_2019_Mouse,Renin-angiotensin system,2/36,0.977121601962622,0.9999956867632058,0,0,0.3389925075721345,0.0078457002357979,ENPEP;MME
KEGG_2019_Mouse,cGMP-PKG signaling pathway,17/172,0.9774815798197052,0.9999956867632058,0,0,0.6307665271782705,0.014366232122695,ATF6B;IRS1;NPR2;PDE3B;ATP1A3;ATP2A1;ADRA1B;ADRA2B;MYLK4;NFATC4;ADCY9;ADRB3;KCNMB1;PPIF;SLC25A31;GTF2I;MYH7
KEGG_2019_Mouse,Autophagy,12/130,0.9776087481783614,0.9999956867632058,0,0,0.5851432785260805,0.013251003705209,ATG3;RUBCN;DEPTOR;MRAS;STX17;IRS1;MLST8;ATG4C;ZFYVE1;SNAP29;TRP53INP2;CAMKK2
KEGG_2019_Mouse,Sphingolipid metabolism,3/48,0.979971897198354,0.9999956867632058,0,0,0.38407319552694,0.0077703323246676,ASAH2;KDSR;GBA2
KEGG_2019_Mouse,Thermogenesis,24/231,0.9800765909081794,0.9999956867632058,0,0,0.6663303160706336,0.0134096020157622,COA4;COA3;SMARCD2;SMARCB1;COX8B;COX15;NDUFA4L2;SIRT6;ACSL3;SMARCA2;COX7A1;ADCY9;NDUFS8;NDUFAF6;ADRB3;NDUFAF4;NDUFAF5;MLST8;DPF3;NDUFAF3;PPARG;NDUFAF1;COA7;COA6
KEGG_2019_Mouse,Autoimmune thyroid disease,6/78,0.9805528180848828,0.9999956867632058,0,0,0.4798168249660787,0.009423010480585,H2-T24;H2-T22;H2-BL;H2-Q2;CGA;H2-Q1
KEGG_2019_Mouse,Prostate cancer,8/97,0.9814759523601512,0.9999956867632058,0,0,0.5173878883574757,0.0096739979121535,CCND1;CCNE2;SRD5A2;PLAU;TRP53;TCF7;CDK2;ERBB2
KEGG_2019_Mouse,Inflammatory bowel disease (IBD),4/59,0.9814978362990918,0.9999956867632058,0,0,0.418884437596302,0.0078228636438758,STAT1;RORC;IL18;TLR5
KEGG_2019_Mouse,Acute myeloid leukemia,5/69,0.981685394874228,0.9999956867632058,0,0,0.4498876737877246,0.0083159009173466,PER2;CEBPA;CCND1;KIT;TCF7
KEGG_2019_Mouse,Aldosterone-regulated sodium reabsorption,2/38,0.9825934461748884,0.9999956867632058,0,0,0.3201219512195122,0.0056212867708592,IRS1;ATP1A3
KEGG_2019_Mouse,Necroptosis,17/176,0.9830263992634768,0.9999956867632058,0,0,0.6147525712927452,0.0105241357736215,PARP1;STAT1;TRADD;STAT2;XIAP;PYGL;TYK2;TICAM1;SPATA2L;GLUD1;AIFM1;TNFSF10;FADD;SLC25A31;BID;GLUL;PPID
KEGG_2019_Mouse,Fluid shear stress and atherosclerosis,13/143,0.9841934660685616,0.9999956867632058,0,0,0.5751785107106426,0.0091641980769291,ACVR1;GSTM4;GSTM3;GSTM2;GSTM1;MGST3;GSTT2;GSTT1;GSTA4;GSTA3;TRP53;GSTM6;MAP2K6
KEGG_2019_Mouse,African trypanosomiasis,2/39,0.9848292424653354,0.9999956867632058,0,0,0.311451695598037,0.004761165416059,IL18;IDO2
KEGG_2019_Mouse,Dilated cardiomyopathy (DCM),7/90,0.9849864201374008,0.9999956867632058,0,0,0.4854477291589159,0.007343573904375,CACNG6;ADCY9;DES;TNNC1;MYL2;MYL3;MYH7
KEGG_2019_Mouse,GABAergic synapse,7/90,0.9849864201374008,0.9999956867632058,0,0,0.4854477291589159,0.007343573904375,GNGT1;GABBR2;ADCY9;SLC6A12;SLC38A3;GLUL;SLC38A5
KEGG_2019_Mouse,IL-17 signaling pathway,7/91,0.9863881015793888,0.9999956867632058,0,0,0.4796403121818798,0.0065736573822724,MMP13;TRADD;CASP3;SRSF1;FADD;IKBKE;IL17RB
KEGG_2019_Mouse,Ferroptosis,2/40,0.986784522133874,0.9999956867632058,0,0,0.3032377692197974,0.0040341477268073,TRP53;ACSL3
KEGG_2019_Mouse,Nicotine addiction,2/40,0.986784522133874,0.9999956867632058,0,0,0.3032377692197974,0.0040341477268073,GRIN3B;CHRNA4
KEGG_2019_Mouse,AGE-RAGE signaling pathway in diabetic complications,8/101,0.9872550522433976,0.9999956867632058,0,0,0.4950178481483915,0.006349525297569,COL3A1;CCND1;CDK4;STAT1;CASP3;COL4A3;FN1;VEGFB
KEGG_2019_Mouse,Glucagon signaling pathway,8/102,0.9884101061491068,0.9999956867632058,0,0,0.489722812035071,0.005708982939279,PFKFB1;GYS1;PDE3B;SLC2A2;PYGL;ACACB;ACACA;GCK
KEGG_2019_Mouse,Mucin type O-glycan biosynthesis,1/28,0.9886434769894458,0.9999956867632058,0,0,0.2134552432554464,0.002437979217464,C1GALT1
KEGG_2019_Mouse,Rheumatoid arthritis,6/84,0.9894999844996688,0.9999956867632058,0,0,0.4427512785721741,0.0046734742283229,CXCL12;CSF1;IL18;ATP6V1H;LTB;ATP6V0D2
KEGG_2019_Mouse,FoxO signaling pathway,11/132,0.990877562011087,0.9999956867632058,0,0,0.5228122200599264,0.0047912091907313,RBL2;CCNB1;CCND1;IRS1;HOMER2;PLK1;CDK2;CAT;TNFSF10;SLC2A4;SKP2
KEGG_2019_Mouse,Pertussis,5/76,0.9914730681276148,0.9999956867632058,0,0,0.4053653900343396,0.0034713441449596,C3;IRF3;CASP3;TICAM1;TIRAP
KEGG_2019_Mouse,Hypertrophic cardiomyopathy (HCM),6/86,0.9914924701141958,0.9999956867632058,0,0,0.4316316146540027,0.0036878283545836,CACNG6;DES;TNNC1;MYL2;MYL3;MYH7
KEGG_2019_Mouse,Endocrine and other factor-regulated calcium reabsorption,3/55,0.9916663646754716,0.9999956867632058,0,0,0.3322341839793551,0.0027803197755576,ADCY9;ATP1A3;ESR1
KEGG_2019_Mouse,Lysosome,10/124,0.9916976664311568,0.9999956867632058,0,0,0.5045051487414187,0.0042060543257188,PLA2G15;GGA2;ABCA2;AP3M1;NPC1;LAMP3;ATP6V1H;CTNS;ATP6V0D2;IGF2R
KEGG_2019_Mouse,Leukocyte transendothelial migration,9/115,0.991849042313992,0.9999956867632058,0,0,0.488387737450748,0.0039971402637672,MYLPF;OCLN;CLDN3;CXCL12;MYL2;CLDN8;CLDN2;CLDN1;VAV2
KEGG_2019_Mouse,Ribosome biogenesis in eukaryotes,9/115,0.991849042313992,0.9999956867632058,0,0,0.488387737450748,0.0039971402637672,FBL;UTP6;XPO1;CSNK2A1;NVL;BMS1;EFL1;RPP38;RPP25L
KEGG_2019_Mouse,Synaptic vesicle cycle,5/77,0.9923740222394912,0.9999956867632058,0,0,0.3997117667005764,0.0030598751994573,RAB3A;SLC1A2;SLC6A12;ATP6V1H;ATP6V0D2
KEGG_2019_Mouse,Cell adhesion molecules (CAMs),15/170,0.9926714854795972,0.9999956867632058,0,0,0.556179960267372,0.0040909817011524,H2-T24;H2-T22;H2-BL;H2-Q2;CLDN2;CLDN1;H2-Q1;PTPRF;OCLN;CLDN3;MPZ;CLDN8;CDH15;NECTIN3;CD276
KEGG_2019_Mouse,Salivary secretion,5/78,0.9931836754754254,0.9999956867632058,0,0,0.3942130371567794,0.0026962838412738,ADCY9;DMBT1;ADRB3;ATP1A3;ADRA1B
KEGG_2019_Mouse,Salmonella infection,5/78,0.9931836754754254,0.9999956867632058,0,0,0.3942130371567794,0.0026962838412738,KLC4;PKN3;IL18;TLR5;RILP
KEGG_2019_Mouse,Glycosphingolipid biosynthesis,2/45,0.9934158929118604,0.9999956867632058,0,0,0.2678987836389991,0.0017697066636242,B3GALT1;SLC33A1
